game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2012020249,28,away,LOSS,REG,Todd McLellan,1,6,27,16,4,0,45,6,6
2012020249,16,home,WIN,REG,Joel Quenneville,2,8,29,10,2,0,55,7,13
2012020038,20,away,TIE,SO,Bob Hartley,2,9,15,8,5,1,50,1,11
2012020038,23,home,TIE,SO,Alain Vigneault,2,9,30,10,4,1,50,5,12
2012020229,10,away,TIE,REG,Randy Carlyle,2,6,22,47,3,0,53.2,7,4
2012020229,14,home,TIE,REG,Guy Boucher,2,4,26,21,6,1,46.8,8,9
2013020308,25,away,WIN,REG,Lindy Ruff,2,5,12,10,3,0,54.8,7,6
2013020308,23,home,LOSS,REG,John Tortorella,1,10,13,6,5,1,45.2,4,7
2013021058,9,away,LOSS,REG,Paul MacLean,1,6,23,28,4,0,50.8,9,8
2013021058,25,home,WIN,REG,Lindy Ruff,3,11,22,28,5,0,49.2,13,7
2012020104,19,away,TIE,REG,Ken Hitchcock,3,6,30,22,5,2,43.5,4,6
2012020104,17,home,TIE,REG,Mike Babcock,3,7,25,10,8,2,56.5,11,4
2013020037,21,away,WIN,REG,Patrick Roy,2,8,44,9,3,0,60.3,9,5
2013020037,10,home,LOSS,REG,Randy Carlyle,1,7,33,11,2,0,39.7,16,9
2012020537,26,away,LOSS,REG,Darryl Sutter,1,10,33,6,3,0,41.4,3,6
2012020537,27,home,WIN,REG,Dave Tippett,3,7,49,6,3,0,58.6,7,7
2013021171,25,away,LOSS,REG,Lindy Ruff,2,9,13,2,6,1,44.8,2,4
2013021171,13,home,WIN,REG,Peter Horachek,3,6,31,12,1,0,55.2,3,9
2013020598,4,away,TIE,SO,Craig Berube,3,6,13,10,2,0,47.9,4,6
2013020598,23,home,TIE,SO,John Tortorella,3,11,9,6,4,0,52.1,10,6
2012020481,2,away,WIN,REG,Jack Capuano,3,7,18,6,2,0,51.9,11,14
2012020481,15,home,LOSS,REG,Adam Oates,2,5,22,4,3,0,48.1,9,6
2013020774,27,away,LOSS,REG,Dave Tippett,2,7,20,12,2,1,51.7,11,8
2013020774,22,home,WIN,REG,Dallas Eakins,3,9,17,6,5,0,48.3,25,3
2013020426,9,away,LOSS,REG,Paul MacLean,1,8,18,8,5,1,58.5,4,9
2013020426,14,home,WIN,REG,Jon Cooper,3,5,27,10,4,0,41.5,11,8
2012020262,6,away,WIN,REG,Claude Julien,2,8,26,18,1,1,53.6,2,9
2012020262,13,home,LOSS,REG,Kevin Dineen,1,8,22,2,4,0,46.4,7,5
2012020201,28,away,LOSS,REG,Todd McLellan,1,7,24,19,4,0,50,3,6
2012020201,16,home,WIN,REG,Joel Quenneville,2,9,18,17,5,1,50,9,11
2013020900,30,away,TIE,SO,Mike Yeo,1,5,25,4,3,1,53.1,6,2
2013020900,23,home,TIE,SO,John Tortorella,1,7,35,6,2,0,46.9,6,5
2012020315,12,away,WIN,REG,Kirk Muller,3,6,25,2,2,0,48,9,4
2012020315,13,home,LOSS,REG,Kevin Dineen,2,9,26,4,1,0,52,7,5
2013020553,27,away,LOSS,OT,Dave Tippett,1,9,14,8,5,0,64.4,4,2
2013020553,7,home,WIN,OT,Ted Nolan,2,8,17,21,3,0,35.6,5,10
2013021051,3,away,WIN,REG,Alain Vigneault,3,8,17,20,4,0,42,2,1
2013021051,29,home,LOSS,REG,Todd Richards,1,6,42,22,3,0,58,4,3
2013020061,2,away,LOSS,REG,Jack Capuano,2,4,29,10,2,0,46.2,8,6
2013020061,16,home,WIN,REG,Joel Quenneville,3,7,18,6,4,0,53.8,10,14
2012020548,29,away,WIN,REG,Todd Richards,3,9,17,6,2,1,54.2,8,6
2012020548,18,home,LOSS,REG,Barry Trotz,1,9,20,6,2,0,45.8,6,11
2013020541,7,away,LOSS,REG,Ted Nolan,1,8,21,11,6,0,38.6,9,5
2013020541,6,home,WIN,REG,Claude Julien,2,9,19,17,3,1,61.4,5,4
2013020200,18,away,LOSS,REG,Barry Trotz,2,4,28,23,3,2,46.2,11,3
2013020200,26,home,WIN,REG,Darryl Sutter,3,9,25,13,3,1,53.8,18,2
2013020624,14,away,WIN,REG,Jon Cooper,2,7,9,17,5,0,46.9,15,7
2013020624,20,home,LOSS,REG,Bob Hartley,0,4,17,17,5,0,53.1,15,8
2013021099,7,away,LOSS,REG,Ted Nolan,1,8,13,13,3,0,47.1,5,4
2013021099,18,home,WIN,REG,Barry Trotz,4,8,6,13,3,1,52.9,6,5
2013021026,6,away,TIE,REG,Claude Julien,2,7,20,13,2,0,45.2,8,12
2013021026,1,home,TIE,REG,Peter DeBoer,2,6,22,9,4,1,54.8,18,11
2013020271,24,away,LOSS,REG,Bruce Boudreau,2,8,27,8,3,0,37.1,4,4
2013020271,13,home,WIN,REG,Peter Horachek,3,6,24,6,4,0,62.9,2,7
2012020006,1,away,WIN,REG,Peter DeBoer,2,7,23,8,2,0,41.2,7,6
2012020006,2,home,LOSS,REG,Jack Capuano,1,4,19,4,4,1,58.8,9,4
2013020058,27,away,WIN,REG,Dave Tippett,2,7,23,13,6,1,48.5,6,5
2013020058,4,home,LOSS,REG,Craig Berube,1,9,18,29,4,0,51.5,11,8
2012020081,52,away,WIN,REG,Claude Noel,3,5,16,17,6,1,51.4,5,6
2012020081,8,home,LOSS,REG,Michel Therrien,2,6,23,19,5,2,48.6,12,3
2013020682,5,away,WIN,REG,Dan Bylsma,2,6,19,21,3,0,48.9,6,14
2013020682,20,home,LOSS,REG,Bob Hartley,1,7,9,13,6,1,51.1,9,7
2013020382,17,away,WIN,REG,Mike Babcock,3,7,12,2,2,0,55.2,10,3
2013020382,2,home,LOSS,REG,Jack Capuano,0,7,34,4,1,0,44.8,11,11
2013020943,19,away,WIN,REG,Ken Hitchcock,2,5,19,10,2,0,46.7,4,8
2013020943,18,home,LOSS,REG,Barry Trotz,1,5,20,6,4,0,53.3,10,6
2013020822,1,away,LOSS,OT,Peter DeBoer,2,6,18,6,2,0,56.2,5,7
2013020822,18,home,WIN,OT,Barry Trotz,3,8,21,6,2,0,43.8,8,7
2012020480,8,away,LOSS,REG,Michel Therrien,0,9,21,9,2,0,55.6,2,3
2012020480,5,home,WIN,REG,Dan Bylsma,1,6,31,9,2,0,44.4,7,4
2013020490,16,away,LOSS,REG,Joel Quenneville,3,7,30,8,2,1,53.4,13,9
2013020490,10,home,WIN,REG,Randy Carlyle,5,8,45,4,4,2,46.6,7,9
2013020055,8,away,WIN,REG,Michel Therrien,2,6,13,13,2,1,45.5,11,6
2013020055,22,home,LOSS,REG,Dallas Eakins,1,7,29,9,4,1,54.5,19,4
2013020080,22,away,TIE,REG,Dallas Eakins,2,7,29,12,3,0,48.1,5,10
2013020080,15,home,TIE,REG,Adam Oates,2,5,28,12,3,2,51.9,9,9
2012020691,26,away,LOSS,REG,Darryl Sutter,1,6,25,8,3,0,38.9,6,3
2012020691,17,home,WIN,REG,Mike Babcock,3,9,22,6,4,1,61.1,9,8
2013020251,5,away,LOSS,REG,Dan Bylsma,1,5,28,21,2,1,46,3,5
2013020251,19,home,WIN,REG,Ken Hitchcock,2,8,20,19,3,0,54,2,14
2012020263,52,away,TIE,REG,Claude Noel,2,6,22,9,2,1,39.6,4,7
2012020263,1,home,TIE,REG,Peter DeBoer,2,6,18,9,2,0,60.4,8,15
2013020096,23,away,WIN,REG,John Tortorella,3,8,7,6,3,0,52.5,2,5
2013020096,7,home,LOSS,REG,Ron Rolston,0,6,20,6,3,0,47.5,9,3
2012020292,7,away,TIE,SO,Ron Rolston,3,6,33,15,1,1,43.5,2,3
2012020292,13,home,TIE,SO,Kevin Dineen,3,10,27,9,4,1,56.5,8,10
2013021015,22,away,WIN,REG,Dallas Eakins,2,8,16,10,4,1,48.3,10,4
2013021015,12,home,LOSS,REG,Kirk Muller,1,7,19,12,3,0,51.7,9,9
2013020625,22,away,LOSS,REG,Dallas Eakins,2,4,25,16,3,0,46.2,7,2
2013020625,24,home,WIN,REG,Bruce Boudreau,3,9,28,6,8,0,53.8,14,3
2013021007,1,away,LOSS,REG,Peter DeBoer,0,5,19,6,2,0,44.6,5,3
2013021007,14,home,WIN,REG,Jon Cooper,3,8,24,8,1,0,55.4,6,13
2013020905,13,away,LOSS,REG,Peter Horachek,3,5,26,13,4,0,46.5,5,3
2013020905,29,home,WIN,REG,Todd Richards,4,9,37,13,4,3,53.5,5,5
2013020713,2,away,TIE,SO,Jack Capuano,1,7,21,11,4,1,50,4,6
2013020713,14,home,TIE,SO,Jon Cooper,1,7,21,13,3,1,50,5,10
2012020366,29,away,TIE,SO,Todd Richards,2,5,25,17,5,0,54.1,3,5
2012020366,17,home,TIE,SO,Mike Babcock,2,5,26,15,6,1,45.9,16,8
2013020663,15,away,LOSS,REG,Adam Oates,2,5,18,2,3,2,51.9,5,6
2013020663,14,home,WIN,REG,Jon Cooper,3,9,22,6,1,0,48.1,10,6
2013021072,13,away,LOSS,REG,Peter Horachek,2,7,24,6,1,0,43.5,5,1
2013021072,24,home,WIN,REG,Bruce Boudreau,4,10,15,2,3,1,56.5,13,4
2013020377,26,away,TIE,SO,Darryl Sutter,2,10,20,8,4,0,44.1,10,10
2013020377,28,home,TIE,SO,Todd McLellan,2,10,30,10,3,0,55.9,9,10
2012020277,25,away,WIN,OT,Glen Gulutzan,3,9,22,4,1,0,51.8,3,4
2012020277,29,home,LOSS,OT,Todd Richards,2,5,22,4,1,0,48.2,3,5
2012020158,22,away,LOSS,REG,Ralph Krueger,1,6,14,24,8,1,34,7,4
2012020158,17,home,WIN,REG,Mike Babcock,2,7,24,16,7,2,66,6,8
2013020269,4,away,WIN,REG,Craig Berube,3,7,30,2,3,2,55.2,5,4
2013020269,9,home,LOSS,REG,Paul MacLean,0,6,40,6,1,0,44.8,20,7
2013020276,25,away,WIN,REG,Lindy Ruff,3,6,12,10,6,0,54.2,11,10
2013020276,22,home,LOSS,REG,Dallas Eakins,0,5,18,12,5,0,45.8,16,9
2012020026,24,away,WIN,REG,Bruce Boudreau,3,6,17,6,2,0,56.9,10,8
2012020026,20,home,LOSS,REG,Bob Hartley,2,6,17,4,3,2,43.1,12,8
2013020509,20,away,LOSS,REG,Bob Hartley,0,5,24,6,3,0,39,11,6
2013020509,6,home,WIN,REG,Claude Julien,2,7,15,6,3,2,61,9,7
2013021223,14,away,TIE,SO,Jon Cooper,0,8,9,2,1,0,46.8,5,7
2013021223,15,home,TIE,SO,Adam Oates,0,4,21,2,1,0,53.2,7,6
2013020814,30,away,LOSS,REG,Mike Yeo,2,8,24,32,3,1,50.8,1,13
2013020814,21,home,WIN,REG,Patrick Roy,3,8,20,30,4,0,49.2,5,11
2013021183,27,away,WIN,OT,Dave Tippett,3,8,37,7,2,0,50,6,6
2013021183,29,home,LOSS,OT,Todd Richards,2,7,45,9,1,0,50,12,11
2012020504,30,away,TIE,REG,Mike Yeo,3,8,27,39,4,1,43.5,2,8
2012020504,25,home,TIE,REG,Glen Gulutzan,3,8,26,25,6,3,56.5,13,7
2013020388,10,away,LOSS,OT,Randy Carlyle,2,6,29,10,1,0,50,3,5
2013020388,7,home,WIN,OT,Ted Nolan,3,7,17,4,4,1,50,9,7
2013021192,26,away,TIE,SO,Darryl Sutter,3,11,22,0,0,0,64.4,10,6
2013021192,20,home,TIE,SO,Bob Hartley,3,4,30,0,0,0,35.6,18,15
2012020604,21,away,TIE,SO,Joe Sacco,2,7,50,8,2,0,42.4,7,3
2012020604,26,home,TIE,SO,Darryl Sutter,2,9,34,4,4,1,57.6,11,3
2013020210,17,away,WIN,REG,Mike Babcock,3,7,16,11,5,1,64.5,9,10
2013020210,22,home,LOSS,REG,Dallas Eakins,0,3,29,15,3,0,35.5,13,7
2012020047,29,away,LOSS,REG,Todd Richards,0,8,19,24,6,0,46.3,5,2
2012020047,21,home,WIN,REG,Joe Sacco,2,7,18,28,3,0,53.7,13,8
2013020246,13,away,LOSS,REG,Peter Horachek,2,7,28,18,5,0,48.3,6,7
2013020246,9,home,WIN,REG,Paul MacLean,3,8,39,22,3,1,51.7,9,4
2013020110,23,away,TIE,SO,John Tortorella,3,9,21,13,1,0,43.6,2,6
2013020110,5,home,TIE,SO,Dan Bylsma,3,7,28,7,4,1,56.4,5,2
2013021164,17,away,TIE,REG,Mike Babcock,3,9,13,8,5,2,53.6,3,7
2013021164,8,home,TIE,REG,Michel Therrien,3,6,19,12,3,0,46.4,9,9
2013020690,30,away,WIN,REG,Mike Yeo,2,5,13,9,1,0,40.4,11,13
2013020690,18,home,LOSS,REG,Barry Trotz,0,5,16,7,2,0,59.6,17,9
2013020838,9,away,LOSS,OT,Paul MacLean,1,6,22,15,2,0,50,2,4
2013020838,5,home,WIN,OT,Dan Bylsma,2,12,24,13,3,1,50,5,5
2013020462,17,away,TIE,SO,Mike Babcock,2,6,17,6,4,1,48.4,4,2
2013020462,13,home,TIE,SO,Peter Horachek,2,6,28,8,3,0,51.6,3,9
2013020188,24,away,TIE,SO,Bruce Boudreau,2,5,20,4,4,0,54.1,9,7
2013020188,6,home,TIE,SO,Claude Julien,2,5,34,8,2,1,45.9,8,7
2012020391,13,away,LOSS,REG,Kevin Dineen,1,7,25,4,2,0,32.7,10,5
2012020391,6,home,WIN,REG,Claude Julien,2,8,30,4,2,0,67.3,9,4
2013020295,3,away,WIN,REG,Alain Vigneault,1,8,22,4,3,1,50,7,4
2013020295,8,home,LOSS,REG,Michel Therrien,0,5,24,6,2,0,50,9,4
2012020698,10,away,WIN,REG,Randy Carlyle,2,4,45,30,1,0,51.9,0,6
2012020698,13,home,LOSS,REG,Kevin Dineen,0,8,31,16,3,0,48.1,5,7
2013020609,22,away,WIN,OT,Dallas Eakins,3,6,24,4,1,0,54.2,1,4
2013020609,27,home,LOSS,OT,Dave Tippett,2,11,23,2,2,0,45.8,3,8
2012020041,3,away,LOSS,REG,John Tortorella,1,4,25,28,4,1,55,9,3
2012020041,4,home,WIN,REG,Peter Laviolette,2,8,21,20,3,1,45,8,4
2012020022,19,away,TIE,SO,Ken Hitchcock,3,9,13,16,2,1,43.8,1,1
2012020022,18,home,TIE,SO,Barry Trotz,3,6,19,8,6,2,56.2,13,10
2012020557,25,away,WIN,REG,Glen Gulutzan,3,6,19,13,6,0,57.1,5,3
2012020557,24,home,LOSS,REG,Bruce Boudreau,1,7,26,17,4,0,42.9,7,8
2013020112,21,away,TIE,REG,Patrick Roy,2,6,18,21,3,1,47.7,8,1
2013020112,7,home,TIE,REG,Ron Rolston,2,7,29,11,3,0,52.3,7,4
2013021104,16,away,TIE,REG,Joel Quenneville,3,12,22,24,6,1,67.7,11,10
2013021104,9,home,TIE,REG,Paul MacLean,3,7,38,19,2,1,32.3,14,10
2012020596,2,away,WIN,REG,Jack Capuano,2,9,14,2,1,0,46.3,4,9
2012020596,6,home,LOSS,REG,Claude Julien,1,7,19,2,1,1,53.7,12,8
2013020729,2,away,LOSS,REG,Jack Capuano,2,7,36,11,3,0,32.8,5,2
2013020729,4,home,WIN,REG,Craig Berube,4,8,34,13,2,0,67.2,8,4
2012020005,10,away,WIN,REG,Randy Carlyle,2,6,39,15,5,2,38.2,6,7
2012020005,8,home,LOSS,REG,Michel Therrien,1,5,24,15,5,1,61.8,7,9
2012020130,10,away,WIN,REG,Randy Carlyle,3,5,18,6,3,0,60,10,10
2012020130,15,home,LOSS,REG,Adam Oates,2,6,21,6,3,2,40,9,4
2013020989,27,away,LOSS,REG,Dave Tippett,1,5,21,2,5,0,41.5,6,4
2013020989,6,home,WIN,REG,Claude Julien,2,5,19,10,1,0,58.5,10,5
2013020479,21,away,TIE,SO,Patrick Roy,3,6,34,12,2,0,57.6,17,2
2013020479,52,home,TIE,SO,Claude Noel,3,9,31,4,6,2,42.4,12,6
2013020787,18,away,LOSS,REG,Barry Trotz,1,8,18,6,3,0,44.3,7,10
2013020787,22,home,WIN,REG,Dallas Eakins,3,6,18,6,3,2,55.7,15,12
2013020419,8,away,TIE,SO,Michel Therrien,3,7,15,9,3,0,53.8,8,4
2013020419,1,home,TIE,SO,Peter DeBoer,3,8,17,11,2,0,46.2,6,2
2012020621,16,away,WIN,REG,Joel Quenneville,2,6,13,14,3,0,41.1,3,8
2012020621,19,home,LOSS,REG,Ken Hitchcock,0,7,22,14,3,0,58.9,1,6
2012020076,21,away,LOSS,REG,Joe Sacco,1,9,26,12,3,0,43.1,7,8
2012020076,22,home,WIN,REG,Ralph Krueger,2,6,25,6,6,4,56.9,20,10
2013021097,12,away,WIN,REG,Kirk Muller,3,8,19,19,1,0,50.9,0,2
2013021097,13,home,LOSS,REG,Peter Horachek,0,8,17,4,3,0,49.1,5,4
2013021088,28,away,WIN,REG,Todd McLellan,3,8,29,4,3,3,54.2,12,5
2013021088,22,home,LOSS,REG,Dallas Eakins,2,7,21,6,2,0,45.8,9,9
2012020636,14,away,TIE,SO,Jon Cooper,3,6,31,11,1,0,46.7,11,4
2012020636,52,home,TIE,SO,Claude Noel,3,9,34,7,3,1,53.3,13,8
2013020798,9,away,WIN,REG,Paul MacLean,3,7,20,14,4,2,36.8,2,2
2013020798,29,home,LOSS,REG,Todd Richards,2,9,35,12,5,2,63.2,9,8
2013020015,9,away,WIN,REG,Paul MacLean,1,11,14,8,3,0,52.1,3,4
2013020015,7,home,LOSS,REG,Ron Rolston,0,8,21,6,4,0,47.9,7,6
2013020184,6,away,LOSS,REG,Claude Julien,2,5,30,13,1,0,56.6,2,3
2013020184,5,home,WIN,REG,Dan Bylsma,3,7,39,11,2,1,43.4,5,10
2012020382,10,away,LOSS,REG,Randy Carlyle,2,6,32,22,3,0,45.9,8,3
2012020382,52,home,WIN,REG,Claude Noel,3,8,24,20,4,1,54.1,8,10
2012020145,15,away,LOSS,REG,Adam Oates,2,6,11,10,2,1,41.9,2,2
2012020145,5,home,WIN,REG,Dan Bylsma,3,7,19,6,4,3,58.1,5,3
2012020462,29,away,LOSS,REG,Todd Richards,2,5,17,9,3,1,41.2,9,4
2012020462,18,home,WIN,REG,Barry Trotz,3,6,16,24,2,2,58.8,4,8
2012020668,13,away,LOSS,REG,Kevin Dineen,0,7,20,4,2,0,43.8,13,3
2012020668,6,home,WIN,REG,Claude Julien,3,9,33,4,2,0,56.2,20,8
2013020436,21,away,WIN,REG,Patrick Roy,3,6,10,15,4,0,42.4,11,11
2013020436,20,home,LOSS,REG,Bob Hartley,2,7,20,15,4,1,57.6,15,5
2013020499,4,away,TIE,SO,Craig Berube,2,7,21,20,4,0,42,11,2
2013020499,15,home,TIE,SO,Adam Oates,2,8,29,18,5,1,58,7,8
2013020424,28,away,LOSS,REG,Todd McLellan,1,11,26,4,3,0,43.6,1,1
2013020424,5,home,WIN,REG,Dan Bylsma,3,7,27,6,2,1,56.4,5,7
2013020476,17,away,TIE,SO,Mike Babcock,1,7,15,8,4,0,53.7,9,5
2013020476,14,home,TIE,SO,Jon Cooper,1,6,21,8,4,0,46.3,11,9
2013020277,29,away,LOSS,OT,Todd Richards,2,8,36,2,4,0,45.3,8,9
2013020277,6,home,WIN,OT,Claude Julien,3,7,38,8,1,0,54.7,8,8
2013020915,9,away,TIE,REG,Paul MacLean,2,7,17,12,3,1,44.6,6,3
2013020915,23,home,TIE,REG,John Tortorella,2,7,25,12,3,1,55.4,4,8
2013020139,28,away,LOSS,REG,Todd McLellan,1,9,17,2,1,0,42.1,3,8
2013020139,6,home,WIN,REG,Claude Julien,2,4,30,2,1,0,57.9,6,12
2013020414,9,away,TIE,REG,Paul MacLean,2,11,26,8,7,1,62,3,7
2013020414,13,home,TIE,REG,Peter Horachek,2,8,17,16,3,2,38,2,5
2013020708,15,away,WIN,REG,Adam Oates,3,7,22,8,2,0,51.1,2,1
2013020708,5,home,LOSS,REG,Dan Bylsma,2,9,33,6,3,0,48.9,6,3
2013021046,5,away,LOSS,OT,Dan Bylsma,2,10,28,12,5,1,48.3,3,4
2013021046,17,home,WIN,OT,Mike Babcock,3,7,18,25,6,1,51.7,9,3
2013020101,1,away,LOSS,REG,Peter DeBoer,2,10,18,10,7,1,43.8,3,7
2013020101,9,home,WIN,REG,Paul MacLean,3,5,32,14,4,0,56.2,9,7
2012020216,17,away,LOSS,REG,Mike Babcock,2,7,17,4,3,0,40.8,4,4
2012020216,30,home,WIN,REG,Mike Yeo,3,6,26,6,2,0,59.2,11,7
2013021059,13,away,LOSS,REG,Peter Horachek,0,6,19,6,2,0,39.3,14,4
2013021059,26,home,WIN,REG,Darryl Sutter,2,7,34,4,3,1,60.7,11,6
2013020026,14,away,TIE,SO,Jon Cooper,2,4,29,10,1,1,50,2,9
2013020026,16,home,TIE,SO,Joel Quenneville,2,9,19,2,5,1,50,7,14
2012020499,29,away,LOSS,REG,Todd Richards,2,7,24,9,2,0,56.2,9,3
2012020499,22,home,WIN,REG,Ralph Krueger,4,6,28,9,2,0,43.8,17,9
2013020344,5,away,LOSS,REG,Dan Bylsma,2,7,30,10,3,1,37.1,7,3
2013020344,8,home,WIN,REG,Michel Therrien,3,7,17,8,4,0,62.9,4,2
2012020605,9,away,WIN,REG,Paul MacLean,2,2,20,13,2,0,43.9,5,3
2012020605,1,home,LOSS,REG,Peter DeBoer,0,8,10,9,4,0,56.1,10,4
2012020338,27,away,LOSS,REG,Dave Tippett,0,4,27,2,3,0,41.3,11,4
2012020338,24,home,WIN,REG,Bruce Boudreau,2,6,24,6,1,0,58.7,4,6
2012020359,5,away,TIE,SO,Dan Bylsma,2,10,28,6,4,0,39.7,17,6
2012020359,10,home,TIE,SO,Randy Carlyle,2,6,41,8,3,2,60.3,24,12
2013020128,20,away,WIN,REG,Bob Hartley,3,6,25,6,6,3,36.2,5,4
2013020128,26,home,LOSS,REG,Darryl Sutter,2,7,35,12,3,1,63.8,14,3
2012020322,24,away,TIE,SO,Bruce Boudreau,2,7,17,8,2,1,46.8,8,2
2012020322,27,home,TIE,SO,Dave Tippett,2,10,27,4,4,1,53.2,6,6
2013020007,14,away,LOSS,REG,Jon Cooper,1,8,20,16,5,0,45.8,4,4
2013020007,6,home,WIN,REG,Claude Julien,3,6,14,20,3,0,54.2,4,6
2013020387,21,away,WIN,REG,Patrick Roy,3,5,19,19,2,0,55.3,0,2
2013020387,30,home,LOSS,REG,Mike Yeo,1,7,25,6,2,0,44.7,5,5
2012020492,12,away,LOSS,REG,Kirk Muller,3,5,34,23,3,1,58.3,14,10
2012020492,10,home,WIN,REG,Randy Carlyle,4,9,38,11,4,1,41.7,22,15
2013020456,12,away,LOSS,REG,Kirk Muller,0,7,20,8,4,0,45.8,6,10
2013020456,23,home,WIN,REG,John Tortorella,2,6,21,8,4,0,54.2,11,10
2013020517,16,away,WIN,REG,Joel Quenneville,3,6,5,14,5,2,35.8,4,12
2013020517,18,home,LOSS,REG,Barry Trotz,1,7,19,10,7,1,64.2,11,10
2012020027,52,away,TIE,REG,Claude Noel,2,9,17,18,5,2,56.6,7,5
2012020027,15,home,TIE,REG,Adam Oates,2,8,26,30,4,1,43.4,10,7
2013020384,20,away,LOSS,REG,Bob Hartley,2,5,29,8,0,0,42.9,8,5
2013020384,24,home,WIN,REG,Bruce Boudreau,3,10,29,0,4,1,57.1,11,6
2012020048,26,away,LOSS,OT,Darryl Sutter,1,7,18,25,8,0,50.7,7,4
2012020048,22,home,WIN,OT,Ralph Krueger,2,9,12,33,9,1,49.3,12,7
2013021133,25,away,WIN,REG,Lindy Ruff,3,9,22,10,4,0,45,4,7
2013021133,15,home,LOSS,REG,Adam Oates,0,8,24,8,5,0,55,6,10
2012020616,5,away,WIN,REG,Dan Bylsma,3,5,40,8,3,1,59.6,0,4
2012020616,13,home,LOSS,REG,Kevin Dineen,1,6,25,6,4,0,40.4,2,6
2013020679,29,away,WIN,REG,Todd Richards,4,6,25,10,4,0,50.8,7,4
2013020679,52,home,LOSS,REG,Claude Noel,3,7,25,8,5,1,49.2,13,9
2013021163,52,away,TIE,REG,Paul Maurice,2,10,31,8,2,1,47.8,8,11
2013021163,10,home,TIE,REG,Randy Carlyle,2,6,42,4,4,1,52.2,16,16
2013020378,23,away,WIN,REG,John Tortorella,3,7,28,18,3,1,47.1,4,5
2013020378,9,home,LOSS,REG,Paul MacLean,2,9,47,18,3,0,52.9,12,6
2013020257,13,away,WIN,REG,Peter Horachek,3,6,12,8,3,1,42.1,10,2
2013020257,3,home,LOSS,REG,Alain Vigneault,2,7,20,8,3,1,57.9,5,7
2013020724,28,away,WIN,REG,Todd McLellan,3,8,19,15,2,1,43.5,5,7
2013020724,14,home,LOSS,REG,Jon Cooper,2,7,19,11,4,2,56.5,6,3
2013021155,7,away,LOSS,REG,Ted Nolan,2,5,26,6,3,1,40.7,1,3
2013021155,17,home,WIN,REG,Mike Babcock,3,7,20,6,3,1,59.3,5,7
2013020417,27,away,WIN,REG,Dave Tippett,4,8,6,21,3,1,56.2,9,6
2013020417,22,home,LOSS,REG,Dallas Eakins,2,8,10,15,6,1,43.8,9,9
2013020211,27,away,TIE,SO,Dave Tippett,2,7,17,12,4,0,50,5,10
2013020211,28,home,TIE,SO,Todd McLellan,2,12,8,8,6,1,50,14,17
2013020298,12,away,TIE,REG,Kirk Muller,2,5,13,10,4,0,52.1,2,7
2013020298,19,home,TIE,REG,Ken Hitchcock,2,8,22,8,5,1,47.9,9,10
2013021206,12,away,WIN,REG,Kirk Muller,2,4,25,6,2,1,54,3,1
2013021206,17,home,LOSS,REG,Mike Babcock,1,7,17,6,2,1,46,8,4
2012020450,23,away,WIN,REG,Alain Vigneault,2,8,19,11,4,0,47.8,5,8
2012020450,27,home,LOSS,REG,Dave Tippett,1,8,50,10,4,1,52.2,2,7
2013020935,15,away,LOSS,REG,Adam Oates,2,6,36,38,4,3,37.1,9,2
2013020935,4,home,WIN,REG,Craig Berube,4,7,36,32,2,1,62.9,8,5
2013020249,30,away,TIE,SO,Mike Yeo,2,7,13,6,4,0,40,9,8
2013020249,12,home,TIE,SO,Kirk Muller,2,7,24,8,3,0,60,13,10
2012020693,28,away,LOSS,REG,Todd McLellan,1,8,17,8,2,0,50,3,3
2012020693,27,home,WIN,REG,Dave Tippett,2,8,20,4,4,1,50,3,3
2012020034,26,away,LOSS,REG,Darryl Sutter,1,7,20,10,6,0,48.3,3,7
2012020034,21,home,WIN,REG,Joe Sacco,3,7,26,14,4,1,51.7,8,15
2013021189,21,away,WIN,REG,Patrick Roy,2,8,14,6,2,1,53.2,8,12
2013021189,22,home,LOSS,REG,Dallas Eakins,1,5,15,4,3,1,46.8,12,7
2012020713,18,away,LOSS,REG,Barry Trotz,1,5,18,6,0,0,29.3,4,5
2012020713,29,home,WIN,REG,Todd Richards,3,11,28,2,2,1,70.7,9,8
2013020808,16,away,WIN,REG,Joel Quenneville,3,10,12,8,3,2,36.5,11,8
2013020808,23,home,LOSS,REG,John Tortorella,2,7,24,18,3,0,63.5,8,11
2013020094,3,away,WIN,REG,Alain Vigneault,2,9,35,15,3,0,45.6,4,5
2013020094,15,home,LOSS,REG,Adam Oates,0,5,21,13,4,0,54.4,11,9
2013020886,29,away,LOSS,REG,Todd Richards,2,4,35,12,3,0,54.2,8,4
2013020886,1,home,WIN,REG,Peter DeBoer,3,8,16,10,3,2,45.8,2,9
2013021038,14,away,TIE,REG,Jon Cooper,3,7,20,22,5,2,57.9,9,8
2013021038,10,home,TIE,REG,Randy Carlyle,3,9,27,17,3,0,42.1,10,5
2013021141,6,away,LOSS,REG,Claude Julien,2,8,24,4,4,1,45.3,6,6
2013021141,17,home,WIN,REG,Mike Babcock,3,5,16,8,2,0,54.7,8,3
2013020511,13,away,WIN,REG,Peter Horachek,3,5,29,4,2,0,59.6,19,8
2013020511,10,home,LOSS,REG,Randy Carlyle,1,7,41,4,2,0,40.4,17,7
